,name,price,region,power,volume,transmission,wheel_drive
873,  Nissan Qashqai 2021  ,    39 242 $    ,Вінниця ,150.0,1.3,Варіатор,Повний
874,  Audi Q8 2022  ,    92 721 $    ,Запоріжжя ,286.0,,Тіптронік,Повний
875,  Ford Transit груз. 2021  ,    39 821 $    ,Вінниця ,130.0,2.0,Механічна,Передній
876,  Honda CR-V 2020  ,    38 069 $    ,Рівне ,184.0,2.0,Варіатор,Повний
877,  Skoda Karoq 2022  ,    30 613 $    ,Хмельницький ,150.0,1.4,Автомат,Передній
878,  Skoda Kodiaq 2022  ,    49 190 $    ,Полтава ,200.0,2.0,Роботизована,Повний
879,  Skoda Octavia 2022  ,    27 500 $    ,Хмельницький ,150.0,1.4,Автомат,Передній
880,  Skoda Octavia 2021  ,    33 500 $    ,Хмельницький ,190.0,2.0,Роботизована,Передній
881,  Mazda 6 2021  ,    28 620 $    ,Дніпро (Дніпропетровськ) ,194.0,2.5,Автомат,Передній
882,  Ford Transit груз. 2021  ,    39 822 $    ,Вінниця ,130.0,2.0,Механічна,Передній
883,  Mazda CX-5 2021  ,    34 311 $    ,Вінниця ,194.0,2.5,Автомат,Повний
884,  Skoda Kodiaq 2022  ,    44 500 $    ,Хмельницький ,180.0,2.0,Роботизована,Повний
885,  Ford Transit груз. 2021  ,    39 833 $    ,Вінниця ,130.0,2.0,Механічна,Передній
886,  Volkswagen Touareg 2022  ,    85 000 $    ,Полтава ,286.0,3.0,Автомат,Повний
887,  Ford Kuga 2021  ,    32 467 $    ,Вінниця ,182.0,1.5,Автомат,Передній
888,  Land Rover Range Rover 2021  ,    136 968 $    ,Одеса ,300.0,,Автомат,Повний
889,  Kia Ceed 2022  ,    19 732 $    ,Львів ,128.0,1.6,Автомат,Передній
890,  Kia Ceed 2022  ,    20 986 $    ,Львів ,128.0,1.6,Автомат,Передній
891,  Nissan Juke 2022  ,    25 396 $    ,Вінниця ,114.0,1.0,Роботизована,Передній
892,  Jetour X70 2022  ,    18 900 $    ,Черкаси ,147.0,1.5,Механічна,Передній
893,  Porsche Cayenne 2020  ,    149 883 $    ,Харків ,460.0,4.0,Автомат,Повний
894,  MG 5 2021  ,    14 923 $    ,Одеса ,114.0,1.5,Механічна,Передній
895,  Opel Mokka 2021  ,    24 475 $    ,Івано-Франківськ ,130.0,1.2,Автомат,Передній
896,  Kia Ceed 2022  ,    20 986 $    ,Львів ,128.0,1.6,Автомат,Передній
897,  Toyota Yaris Cross 2022  ,    21 938 $    ,Рівне ,125.0,1.5,Варіатор,Передній
898,  Hyundai Staria 2021  ,    61 594 $    ,Одеса ,177.0,2.2,Автомат,Повний
899,  Mitsubishi ASX 2021  ,    24 722 $    ,Полтава ,150.0,2.0,Варіатор,Повний
900,  Mazda CX-3 2021  ,    22 643 $    ,Дніпро (Дніпропетровськ) ,121.0,2.0,Автомат,Передній
901,  Land Rover Discovery Sport 2021  ,    54 235 $    ,Одеса ,163.0,2.0,Автомат,Повний
902,  Toyota C-HR 2022  ,    32 398 $    ,Ужгород ,184.0,2.0,Варіатор,Передній
903,  Mercedes-Benz EQS 2021  ,    162 723 $    ,Львів ,524.0,107.8,Автомат,
904,  Ford Kuga 2021  ,    31 269 $    ,Вінниця ,182.0,1.5,Автомат,Передній
905,  Mitsubishi Eclipse Cross 2021  ,    29 867 $    ,Полтава ,150.0,1.5,Варіатор,Повний
906,  Jaguar I-Pace 2021  ,    78 518 $    ,Одеса ,,,,Повний
907,  Jaguar XE 2022  ,    65 717 $    ,Київ ,300.0,2.0,Автомат,Повний
908,  Honda CR-V 2021  ,    44 503 $    ,Дніпро (Дніпропетровськ) ,184.0,2.0,Варіатор,Повний
909,  Mazda CX-5 2021  ,    42 200 $    ,Вінниця ,194.0,2.5,Автомат,Повний
910,  Honda CR-V 2021  ,    36 147 $    ,Дніпро (Дніпропетровськ) ,193.0,1.5,Варіатор,Повний
911,  Porsche Taycan 2021  ,    131 567 $    ,Харків ,600.0,,Автомат,
912,  MG ZS 2021  ,    20 472 $    ,Одеса ,114.0,1.5,Варіатор,Передній
913,  Land Rover Range Rover Sport 2022  ,    124 096 $    ,Одеса ,300.0,3.0,Автомат,Повний
914,  Renault Sandero StepWay 2022  ,    16 156 $    ,Луцьк ,90.0,1.5,Механічна,Передній
915,  Hyundai Tucson 2021  ,    31 148 $    ,Рівне ,156.0,2.0,Автомат,Повний
916,  Opel Mokka 2021  ,    26 035 $    ,Івано-Франківськ ,130.0,1.2,Автомат,Передній
917,  Porsche Cayenne 2021  ,    114 620 $    ,Харків ,340.0,3.0,Тіптронік,Повний
918,  Mazda CX-9 2021  ,    55 000 $    ,Полтава ,231.0,2.5,Автомат,Повний
919,  Porsche Cayenne Coupe 2021  ,    115 383 $    ,Харків ,340.0,3.0,Тіптронік,Повний
920,  Citroen C4 2021  ,    29 248 $    ,Івано-Франківськ ,130.0,1.5,Автомат,Передній
921,  Nissan Juke 2021  ,    20 679 $    ,Вінниця ,114.0,1.0,Роботизована,Передній
922,  Mitsubishi ASX 2021  ,    26 477 $    ,Луцьк ,150.0,2.0,Варіатор,Повний
923,  Nissan Leaf 2021  ,    29 867 $    ,Рівне ,150.0,,,Передній
924,  Jaguar F-Pace 2021  ,    73 449 $    ,Одеса ,250.0,2.0,Автомат,Повний
925,  Mitsubishi Pajero Sport 2021  ,    45 574 $    ,Полтава ,181.0,2.4,Автомат,Повний
926,  Renault Koleos 2021  ,    29 403 $    ,Луцьк ,171.0,2.5,Варіатор,Повний
927,  Jaguar F-Pace 2021  ,    71 276 $    ,Одеса ,250.0,2.0,Автомат,Повний
928,  Jaguar F-Type 2021  ,    87 848 $    ,Київ ,300.0,2.0,Автомат,
929,  Honda CR-V 2021  ,    36 147 $    ,Дніпро (Дніпропетровськ) ,193.0,1.5,Варіатор,Повний
930,  Renault Express Van 2021  ,    16 558 $    ,Рівне ,95.0,1.5,Механічна,Передній
931,  Hyundai Kona 2021  ,    37 719 $    ,Полтава ,136.0,39.2,Варіатор,Передній
932,  Land Rover Discovery Sport 2021  ,    53 151 $    ,Одеса ,163.0,2.0,Автомат,Повний
933,  MG HS 2021  ,    25 107 $    ,Одеса ,169.0,1.5,Автомат,Передній
934,  Ford Kuga 2021  ,    28 896 $    ,Одеса ,182.0,1.5,Автомат,Передній
935,  Jaguar F-Pace 2021  ,    69 456 $    ,Київ ,250.0,2.0,Автомат,Повний
936,  Porsche Taycan 2021  ,    101 324 $    ,Харків ,408.0,,Автомат,
937,  Nissan Juke 2022  ,    22 466 $    ,Вінниця ,114.0,1.0,Роботизована,Передній
938,  Toyota Corolla 2022  ,    19 581 $    ,Рівне ,132.0,1.6,Механічна,Передній
939,  Opel Crossland 2021  ,    21 213 $    ,Івано-Франківськ ,110.0,1.2,Автомат,Передній
940,  Nissan Juke 2021  ,    24 621 $    ,Вінниця ,114.0,1.0,Роботизована,Передній
